,breed,summary,image,conservation_status,kingdom,phylum,order,family,binomial_name
618,Scott's oriole,"The Scott's oriole (Icterus parisorum) is a medium-sized icterid (the same family as many blackbirds, meadowlarks, cowbirds, grackles, and others, including the New World orioles).
It is primarily found in the Southwestern United States and south to Baja California Sur and central Mexico. It is very common from Sacramento and south in California.
This bird was named by Darius N. Couch in honor of General Winfield Scott. Although it was later discovered that it had previously been described by Bonaparte, the common name was retained.",https://upload.wikimedia.org/wikipedia/commons/2/24/ScottOriole23.jpg,Least Concern,Animalia,Chordata,Passeriformes,Icteridae,Icterus parisorum
619,Red-winged blackbird,"The red-winged blackbird (Agelaius phoeniceus) is a passerine bird of the family Icteridae found in most of North America and much of Central America. It breeds from Alaska and Newfoundland south to Florida, the Gulf of Mexico, Mexico, and Guatemala, with isolated populations in western El Salvador, northwestern Honduras, and northwestern Costa Rica. It may winter as far north as Pennsylvania and British Columbia, but northern populations are generally migratory, moving south to Mexico and the southern United States. Claims have been made that it is the most abundant living land bird in North America, as bird-counting censuses of wintering red-winged blackbirds sometimes show that loose flocks can number in excess of a million birds per flock and the full number of breeding pairs across North and Central America may exceed 250 million in peak years. It also ranks among the best-studied wild bird species in the world. The red-winged blackbird is sexually dimorphic; the male is all black with a red shoulder and yellow wing bar, while the female is a nondescript dark brown. Seeds and insects make up the bulk of the red-winged blackbird's diet.",https://upload.wikimedia.org/wikipedia/commons/6/60/Agelaius_phoeniceus_0110_taxo.jpg,Least Concern,Animalia,Chordata,Passeriformes,Icteridae,Agelaius phoeniceus
620,Shiny cowbird,"The shiny cowbird (Molothrus bonariensis) is a passerine bird in the New World family Icteridae. It breeds in most of South America apart from the most dense jungles, mountains and deserts (although spreading into these habitats as they are modified by humans), the coldest southernmost regions (e.g. Tierra del Fuego), and on Trinidad and Tobago. It has relatively recently colonised Chile and many Caribbean islands, and has reached the United States, where it is probably breeding in southern Florida. Northern and southernmost populations are partially migratory. It is a bird associated with open woodland and cultivation. The male’s song is a purr and whistle, purr purr purrte-tseeeee. The male’s call is a sharp whistled tsee-tsee, but the female makes a harsh rattle.
Like most other cowbirds, it is an obligate brood parasite, laying its eggs in the nests of many other bird species, such as (in Brazil) the rufous-collared sparrow and the masked water tyrant. The eggs are of two types, either whitish and unspotted, or pale blue or green with dark spots and blotches. The host’s eggs are sometimes removed, and if food is short their chicks may starve, but larger host species are less affected. The incubation period of 11–12 days is shorter than that of most hosts. Extermination of the shiny cowbird within the tiny range of the pale-headed brush finch has resulted in a population increase in this critically endangered species.
The male shiny cowbird is all black with an iridescent purple-blue gloss. The smaller female is dark brown in plumage, paler on the underparts. She can be distinguished from the female brown-headed cowbird by her longer, finer bill, pale supercilium and stronger face pattern. There is an all-black plumage variation, and the northern subspecies M. b. cabanisii of Panama and northern Colombia is paler than the nominate  M. b. bonariensis. Juveniles are like the female but more streaked below. There is some variation in size across the range, with the race of M. b. minimus from northern South America and the West Indies being the smallest at 31 to 40 g (1.1 to 1.4 oz) and 18 cm (7.1 in) in length and M. b. cabanisii being the largest at 55 to 65 g (1.9 to 2.3 oz) and 22 cm (8.7 in) on average.This abundant and gregarious bird feeds mainly on insects and some seeds, including rice, and forages on the ground or perches on cattle.",https://upload.wikimedia.org/wikipedia/commons/0/03/Shiny_cowbird_%28Molothrus_bonariensis%29_male.JPG,Least Concern,Animalia,Chordata,Passeriformes,Icteridae,Molothrus bonariensis
621,Bronzed cowbird,"The bronzed cowbird (once known as the red-eyed cowbird), (Molothrus aeneus), is a small icterid.
It breeds from the southern U.S. states of California, Arizona, New Mexico, Texas, and Louisiana south through Central America to Panama. They tend to be found in farmland, brush, and feedlots. Outside the breeding season, they are found in very open habitats, and roost in thick woods. They forage in open areas, often nearby cattle in pastures. Their diet mostly consists of seeds and insects, along with snails during breeding season for a calcium source.

There are three subspecies and an isolated population on the Caribbean coast of Colombia that is sometimes treated as a separate species, the bronze-brown cowbird (M. armenti):
M. a. loyei – Parkes & Blake, 1965: found in the southwestern United States and northwestern Mexico
M. a. assimilis – (Nelson, 1900): found in southwestern Mexico
M. a. aeneus – (Wagler, 1829): nominate, found in southern Texas (south central USA) and from eastern Mexico to central PanamaThe male bronzed cowbird is 20 cm (7.9 in) long and weighs 68 g (2.4 oz), with green-bronze glossed black plumage. Their eyes are red in breeding season and brown otherwise. The female is 18.5 cm (7.3 in) long and weighs 56 g (2.0 oz). She is a dull black with a brown underbelly, and has brown eyes. Young birds have coloring similar to the females, with the exception of grey feather fringes.Like all cowbirds, this bird is an obligate brood parasite; it lays its eggs in the nests of other birds. The young cowbird is fed by the host parents at the expense of their own young. Hosts include Prevost's ground-sparrow and White-naped brush finch. They develop rapidly, leaving the nest after 10–12 days.

",https://upload.wikimedia.org/wikipedia/commons/5/54/Bronzed_Cowbird.jpg,Least Concern,Animalia,Chordata,Passeriformes,Icteridae,Molothrus aeneus
622,Brown-headed cowbird,"The brown-headed cowbird (Molothrus ater) is a small obligate brood parasitic icterid of temperate native to subtropical North America. They are permanent residents in the southern parts of their range; northern birds migrate to the southern United States and Mexico in winter, returning to their summer habitat around March or April.",https://upload.wikimedia.org/wikipedia/commons/8/88/Molothrus_ater_2.jpg,Least Concern,Animalia,Chordata,Passeriformes,Icteridae,Molothrus ater
623,Rusty blackbird,"The rusty blackbird (Euphagus carolinus) is a medium-sized blackbird, closely related to grackles (""rusty grackle"" is an older name for the species). It is a bird that prefers wet forested areas, breeding in the boreal forest and muskeg across northern Canada, and migrating southeast to the United States during winter.
Formerly abundant, the rusty blackbird has undergone one of the most rapid declines of any abundant bird species in North America in recent years, for reasons that are not well understood.",https://upload.wikimedia.org/wikipedia/commons/b/b7/Euphagus-carolinus-001.jpg,Vulnerable,Animalia,Chordata,Passeriformes,Icteridae,Euphagus carolinus
624,Brewer's blackbird,The Brewer's blackbird (Euphagus cyanocephalus) is a medium-sized New World blackbird. It is named after the ornithologist Thomas Mayo Brewer.,https://upload.wikimedia.org/wikipedia/commons/3/33/Brewers_Blackbird_Esquimalt_Lagoon.jpg,Least Concern,Animalia,Chordata,Passeriformes,Icteridae,Euphagus cyanocephalus
625,Common grackle,The common grackle (Quiscalus quiscula) is a large icterid found in large numbers through much of North America.,https://upload.wikimedia.org/wikipedia/commons/f/fd/Quiscalus-quiscula-001.jpg,Near Threatened,Animalia,Chordata,Passeriformes,Icteridae,Quiscalus quiscula
626,Great-tailed grackle,"The great-tailed grackle or Mexican grackle (Quiscalus mexicanus) is a medium-sized, highly social passerine bird native to North and South America. A member of the family Icteridae, it is one of ten extant species of grackle and is closely related to the boat-tailed grackle and the slender-billed grackle. It is sometimes erroneously referred to as a ""blackbird"" in the southern United States, although blackbirds belong to other genera such as Euphagus. Similarly, it is often called cuervo in areas of Mexico owing to its glossy black plumage, although it is not a member of the genus Corvus, nor even of the family Corvidae.",https://upload.wikimedia.org/wikipedia/commons/8/8e/Quiscalus_mexicanusMPCCA20061226-0567B.jpg,Least Concern,Animalia,Chordata,Passeriformes,Icteridae,Quiscalus mexicanus
627,Ovenbird,"The ovenbird (Seiurus aurocapilla) is a small songbird of the New World warbler family (Parulidae). This migratory bird breeds in eastern North America and winters in Central America, many Caribbean islands, Florida and northern Venezuela.",https://upload.wikimedia.org/wikipedia/commons/c/c4/Ovenbird_RWD2011b.jpg,Least Concern,Animalia,Chordata,Passeriformes,Parulidae,Seiurus aurocapilla
